"POINT_X","POINT_Y"
"-122.41729736328125","37.771076202392578"
"-122.45017242431641","37.715171813964844"
"-122.40717315673828","37.782188415527344"
"-122.43305206298828","37.776561737060547"
"-122.47135925292969","37.712699890136719"
"-122.42311859130859","37.777606964111328"
"-122.47716522216797","37.763114929199219"
"-122.47319793701172","37.713970184326172"
"-122.44574737548828","37.772079467773438"
"-122.41986846923828","37.745590209960938"
"-122.39969635009766","37.779899597167969"
"-122.41918182373047","37.7830810546875"
"-122.43277740478516","37.800258636474609"
"-122.40718841552734","37.783309936523438"
"-122.40834808349609","37.800540924072266"
"-122.47613525390625","37.749908447265625"
"-122.41863250732422","37.773109436035156"
"-122.4093017578125","37.784397125244141"
"-122.40392303466797","37.790279388427734"
"-122.41591644287109","37.748218536376953"
"-122.41325378417969","37.76690673828125"
"-122.49896240234375","37.7813720703125"
"-122.40616607666016","37.771125793457031"
"-122.421142578125","37.781871795654297"
"-122.44135284423828","37.792556762695312"
"-122.40743255615234","37.764488220214844"
"-122.41748046875","37.734939575195312"
"-122.39299011230469","37.762649536132812"
"-122.42247772216797","37.748020172119141"
"-122.43825531005859","37.787368774414062"
"-122.49582672119141","37.760860443115234"
"-122.42485809326172","37.770748138427734"
"-122.35108184814453","37.818996429443359"
"-122.41562652587891","37.768539428710938"
"-122.43100738525391","37.765979766845703"
"-122.448486328125","37.758537292480469"
"-122.42410278320312","37.773826599121094"
"-122.39421844482422","37.784084320068359"
"-122.48417663574219","37.772571563720703"
"-122.40819549560547","37.739070892333984"
"-122.45195770263672","37.713466644287109"
"-122.39634704589844","37.793251037597656"
"-122.42164611816406","37.762550354003906"
"-122.42620086669922","37.801109313964844"
"-122.43438720703125","37.800060272216797"
"-122.47818756103516","37.778450012207031"
"-122.44989013671875","37.77154541015625"
"-122.42634582519531","37.801902770996094"
"-122.41959381103516","37.801891326904297"
"-122.39723205566406","37.775348663330078"
"-122.40824890136719","37.77886962890625"
"-122.39569091796875","37.786380767822266"
"-122.438720703125","37.771049499511719"
"-122.42157745361328","37.778278350830078"
"-122.46253204345703","37.725372314453125"
"-122.45429992675781","37.772869110107422"
"-122.42179107666016","37.796073913574219"
"-122.41341400146484","37.769432067871094"
"-122.42685699462891","37.733242034912109"
"-122.44042205810547","37.787967681884766"
"-122.39363861083984","37.721324920654297"
"-122.43276214599609","37.717350006103516"
"-122.42218780517578","37.769874572753906"
"-122.43457794189453","37.784320831298828"
"-122.40200042724609","37.786270141601562"
"-122.44371795654297","37.758148193359375"
"-122.46095275878906","37.801734924316406"
"-122.39833831787109","37.791690826416016"
"-122.43110656738281","37.800479888916016"
"-122.40538787841797","37.77001953125"
"-122.47833251953125","37.765399932861328"
"-122.41737365722656","37.782569885253906"
"-122.445556640625","37.771205902099609"
"-122.42397308349609","37.7901611328125"
"-122.42346954345703","37.75836181640625"
"-122.41632843017578","37.777500152587891"
"-122.37862396240234","37.797550201416016"
"-122.40751647949219","37.765357971191406"
"-122.45812225341797","37.764385223388672"
"-122.41890716552734","37.756912231445312"
"-122.40801239013672","37.748371124267578"
"-122.46428680419922","37.781089782714844"
"-122.40301513671875","37.777374267578125"
"-122.42845916748047","37.761295318603516"
"-122.4151611328125","37.740360260009766"
"-122.38729095458984","37.773090362548828"
"-122.40615844726562","37.768241882324219"
"-122.37750244140625","37.798580169677734"
"-122.40306854248047","37.785419464111328"
"-122.43534851074219","37.771278381347656"
"-122.39244842529297","37.717906951904297"
"-122.43314361572266","37.764240264892578"
"-122.4210205078125","37.766609191894531"
"-122.42092132568359","37.74407958984375"
"-122.41359710693359","37.774658203125"
"-122.44654083251953","37.720836639404297"
"-122.45240783691406","37.772148132324219"
"-122.41963958740234","37.785430908203125"
"-122.43559265136719","37.806144714355469"
"-122.41867828369141","37.797340393066406"
"-122.40483856201172","37.758251190185547"
"-122.43438720703125","37.800060272216797"
"-122.41742706298828","37.764499664306641"
"-122.39208984375","37.784229278564453"
"-122.42173004150391","37.7698974609375"
"-122.40579986572266","37.769081115722656"
"-122.36676788330078","37.808479309082031"
"-122.40313720703125","37.754474639892578"
"-122.43717956542969","37.721569061279297"
"-122.38800811767578","37.742729187011719"
"-122.42189025878906","37.764911651611328"
"-122.42720031738281","37.731830596923828"
"-122.38723754882812","37.789169311523438"
"-122.40409851074219","37.748451232910156"
"-122.42440032958984","37.767910003662109"
"-122.43605804443359","37.726760864257812"
"-122.39572143554688","37.749786376953125"
"-122.38335418701172","37.792945861816406"
"-122.38732147216797","37.789100646972656"
"-122.39093017578125","37.719806671142578"
"-122.38970184326172","37.779960632324219"
"-122.40148162841797","37.785839080810547"
"-122.41607666015625","37.775409698486328"
"-122.41779327392578","37.732021331787109"
"-122.43966674804688","37.784309387207031"
"-122.47821044921875","37.763511657714844"
"-122.48711395263672","37.752719879150391"
"-122.42170715332031","37.78851318359375"
"-122.41127777099609","37.740547180175781"
"-122.42501068115234","37.761489868164062"
"-122.48909759521484","37.730354309082031"
"-122.47512054443359","37.765541076660156"
"-122.4093017578125","37.784381866455078"
"-122.40545654296875","37.764621734619141"
"-122.40290069580078","37.754146575927734"
"-122.47464752197266","37.806709289550781"
"-122.47512054443359","37.765541076660156"
"-122.47269439697266","37.717128753662109"
"-122.40837860107422","37.788192749023438"
"-122.39048767089844","37.786239624023438"
"-122.45491790771484","37.71051025390625"
"-122.39038848876953","37.735919952392578"
"-122.37972259521484","37.73175048828125"
"-122.46534729003906","37.765979766845703"
"-122.40339660644531","37.780269622802734"
"-122.3511962890625","37.818561553955078"
"-122.40559387207031","37.767692565917969"
"-122.38871002197266","37.787841796875"
"-122.47236633300781","37.773097991943359"
"-122.41307830810547","37.78387451171875"
"-122.42404174804688","37.737358093261719"
"-122.41950225830078","37.763420104980469"
"-122.43087768554688","37.764358520507812"
"-122.40589904785156","37.771175384521484"
"-122.41963195800781","37.771011352539062"
"-122.41487121582031","37.74822998046875"
"-122.45275115966797","37.765419006347656"
"-122.39195251464844","37.7781982421875"
"-122.4039306640625","37.756938934326172"
"-122.41433715820312","37.774002075195312"
"-122.43309020996094","37.793560028076172"
"-122.40500640869141","37.7320556640625"
"-122.42388916015625","37.762565612792969"
"-122.42076110839844","37.76995849609375"
"-122.43370819091797","37.805038452148438"
"-122.39260101318359","37.717971801757812"
"-122.40139770507812","37.789241790771484"
"-122.47199249267578","37.726848602294922"
"-122.48795318603516","37.780021667480469"
"-122.39595031738281","37.747230529785156"
"-122.41667938232422","37.769603729248047"
"-122.41912078857422","37.759330749511719"
"-122.40463256835938","37.765960693359375"
"-122.40677642822266","37.757759094238281"
"-122.47174835205078","37.716278076171875"
"-122.41799163818359","37.759037017822266"
"-122.490234375","37.764892578125"
"-122.41849517822266","37.804683685302734"
"-122.43933868408203","37.799419403076172"
"-122.42315673828125","37.777809143066406"
"-122.4605712890625","37.766178131103516"
"-122.40187072753906","37.779060363769531"
"-122.41867065429688","37.788898468017578"
"-122.39472198486328","37.783439636230469"
"-122.418701171875","37.775600433349609"
"-122.43357849121094","37.779350280761719"
"-122.47991180419922","37.772750854492188"
"-122.44100189208984","37.799209594726562"
"-122.46122741699219","37.724948883056641"
"-122.43314361572266","37.764240264892578"
"-122.42054748535156","37.806659698486328"
"-122.41835784912109","37.787487030029297"
"-122.42713928222656","37.800987243652344"
"-122.43092346191406","37.766048431396484"
"-122.40236663818359","37.777431488037109"
"-122.41161346435547","37.773769378662109"
"-122.41739654541016","37.790988922119141"
