"POINT_X","POINT_Y"
"-121.40705871582031","38.554107666015625"
"-121.43013763427734","38.539592742919922"
"-121.38661193847656","38.409137725830078"
"-121.45953369140625","38.509349822998047"
"-121.45691680908203","38.638641357421875"
"-121.44386291503906","38.612041473388672"
"-121.53684234619141","38.614971160888672"
"-121.31388092041016","38.293281555175781"
"-121.49662780761719","38.526737213134766"
"-121.45938110351562","38.625949859619141"
"-121.35056304931641","38.657833099365234"
"-121.36887359619141","38.671867370605469"
"-121.66464996337891","38.151275634765625"
"-121.39061737060547","38.518013000488281"
"-121.35105895996094","38.687744140625"
"-121.16239929199219","38.674636840820312"
"-121.68659973144531","38.1307373046875"
"-121.43186950683594","38.525070190429688"
"-121.38095092773438","38.718471527099609"
"-121.43560791015625","38.474319458007812"
"-121.425048828125","38.714405059814453"
"-121.46087646484375","38.647716522216797"
"-121.45169067382812","38.387451171875"
"-121.45542144775391","38.505149841308594"
"-121.45079040527344","38.611129760742188"
"-121.47551727294922","38.626960754394531"
"-121.49781799316406","38.608180999755859"
"-121.41747283935547","38.4864501953125"
"-121.37665557861328","38.679126739501953"
"-121.52365875244141","38.495880126953125"
"-121.45110321044922","38.558601379394531"
"-121.51457214355469","38.490383148193359"
"-121.4647216796875","38.544559478759766"
"-121.18181610107422","38.654838562011719"
"-121.51568603515625","38.233558654785156"
"-121.45790863037109","38.560279846191406"
"-121.47470092773438","38.571598052978516"
"-121.18636322021484","38.647750854492188"
"-121.33673095703125","38.648151397705078"
"-121.04294586181641","38.48223876953125"
"-121.47384643554688","38.558418273925781"
"-121.34591674804688","38.703689575195312"
"-121.45050811767578","38.610321044921875"
"-121.40883636474609","38.469078063964844"
"-121.48604583740234","38.418876647949219"
"-121.46108245849609","38.657379150390625"
"-121.31446075439453","38.709625244140625"
"-121.28472900390625","38.678321838378906"
"-121.45325469970703","38.482559204101562"
"-121.45932769775391","38.424430847167969"
"-121.19248199462891","38.495903015136719"
"-121.43406677246094","38.451198577880859"
"-121.46474456787109","38.510379791259766"
"-121.47122955322266","38.531410217285156"
"-121.27162933349609","38.676441192626953"
"-121.29634857177734","38.707481384277344"
"-121.46189880371094","38.582855224609375"
"-121.47167205810547","38.558799743652344"
"-121.38295745849609","38.691997528076172"
"-121.49799346923828","38.627548217773438"
"-121.26589965820312","38.566261291503906"
"-121.4019775390625","38.510581970214844"
"-121.41504669189453","38.588890075683594"
"-121.44399261474609","38.494831085205078"
"-121.47441101074219","38.597206115722656"
"-121.26615142822266","38.628009796142578"
"-121.10401916503906","38.518169403076172"
"-121.22537231445312","38.640300750732422"
"-121.27176666259766","38.708683013916016"
"-121.28993988037109","38.706592559814453"
"-121.1781005859375","38.686988830566406"
"-121.18103790283203","38.684333801269531"
"-121.32080841064453","38.678958892822266"
"-121.14279937744141","38.693630218505859"
"-121.29029083251953","38.695873260498047"
"-121.29187774658203","38.694080352783203"
"-121.34455108642578","38.359737396240234"
"-121.69242095947266","38.119926452636719"
"-121.38014984130859","38.666606903076172"
"-121.45001983642578","38.505348205566406"
"-121.37527465820312","38.453113555908203"
"-121.41548919677734","38.578083038330078"
"-121.56259918212891","38.186420440673828"
"-121.36979675292969","38.646369934082031"
"-121.33320617675781","38.685493469238281"
"-121.39537048339844","38.456253051757812"
"-121.40133666992188","38.690559387207031"
"-121.22534942626953","38.693000793457031"
"-121.49845886230469","38.565177917480469"
"-121.31568145751953","38.297737121582031"
"-121.46159362792969","38.532218933105469"
"-121.38301849365234","38.649169921875"
"-121.39895629882812","38.431758880615234"
"-121.37255859375","38.577362060546875"
"-121.65594482421875","38.148876190185547"
"-121.37191009521484","38.484130859375"
"-121.38400268554688","38.588539123535156"
"-121.61579895019531","38.672859191894531"
"-121.33804321289062","38.6031494140625"
"-121.4593505859375","38.292179107666016"
"-121.50413513183594","38.566707611083984"
"-121.41541290283203","38.599708557128906"
"-121.40160369873047","38.574333190917969"
"-121.41331481933594","38.484489440917969"
"-121.38307189941406","38.635810852050781"
"-121.33354949951172","38.702507019042969"
"-121.56487274169922","38.335929870605469"
"-121.30847930908203","38.663631439208984"
"-121.39965057373047","38.617988586425781"
"-121.41535186767578","38.610263824462891"
"-121.40528869628906","38.629055023193359"
"-121.32736206054688","38.660728454589844"
"-121.41957092285156","38.618659973144531"
"-121.38170623779297","38.696331024169922"
"-121.38307189941406","38.604808807373047"
"-121.34639739990234","38.689388275146484"
"-121.24440002441406","38.681961059570312"
"-121.33058929443359","38.70263671875"
"-121.38874053955078","38.409465789794922"
"-121.26809692382812","38.618846893310547"
"-121.51434326171875","38.564571380615234"
"-121.292236328125","38.661849975585938"
"-121.49361419677734","38.45654296875"
"-121.30530548095703","38.636489868164062"
"-121.32727813720703","38.667861938476562"
"-121.52012634277344","38.369640350341797"
"-121.48332214355469","38.407569885253906"
"-121.38410949707031","38.481651306152344"
"-121.34665679931641","38.361202239990234"
"-121.33670806884766","38.676670074462891"
"-121.35335540771484","38.533920288085938"
"-121.39987182617188","38.241161346435547"
"-121.42331695556641","38.503627777099609"
"-121.42914581298828","38.670032501220703"
"-121.44297790527344","38.693031311035156"
"-121.40907287597656","38.499668121337891"
"-121.41706085205078","38.596218109130859"
"-121.37030029296875","38.525264739990234"
"-121.38304138183594","38.568038940429688"
"-121.33036041259766","38.64837646484375"
"-121.38007354736328","38.7041015625"
"-121.33541870117188","38.683464050292969"
"-121.46486663818359","38.578414916992188"
"-121.34726715087891","38.645187377929688"
"-121.35635375976562","38.703788757324219"
"-121.36782836914062","38.66119384765625"
"-121.39041900634766","38.491432189941406"
"-121.39215850830078","38.617908477783203"
"-121.33670806884766","38.639087677001953"
"-121.66864776611328","38.170036315917969"
"-121.48358154296875","38.506591796875"
"-121.45979309082031","38.424381256103516"
"-121.47991180419922","38.576690673828125"
"-121.49979400634766","38.517024993896484"
"-121.40916442871094","38.537776947021484"
"-121.48287200927734","38.583591461181641"
"-121.50918579101562","38.648174285888672"
"-121.45488739013672","38.63677978515625"
"-121.47354888916016","38.531871795654297"
"-121.44608306884766","38.631690979003906"
"-121.42498016357422","38.598419189453125"
"-121.40915679931641","38.538112640380859"
"-121.36804962158203","38.409019470214844"
"-121.41513061523438","38.573379516601562"
"-121.38563537597656","38.452522277832031"
"-121.43192291259766","38.628360748291016"
"-121.44618988037109","38.607498168945312"
"-121.45874786376953","38.606388092041016"
"-121.4852294921875","38.578128814697266"
"-121.49875640869141","38.581718444824219"
"-121.42919921875","38.651115417480469"
"-121.32080841064453","38.678958892822266"
"-121.44126892089844","38.471427917480469"
"-121.42917633056641","38.639217376708984"
"-121.49106597900391","38.561256408691406"
"-121.42991638183594","38.510551452636719"
"-121.41982269287109","38.617752075195312"
"-121.44782257080078","38.626140594482422"
"-121.46472930908203","38.547248840332031"
"-121.50360107421875","38.554031372070312"
"-121.43231964111328","38.612747192382812"
"-121.43744659423828","38.475151062011719"
"-121.44266510009766","38.621994018554688"
"-121.55735778808594","38.655548095703125"
"-121.4298095703125","38.385379791259766"
"-121.50775146484375","38.606182098388672"
"-121.44635772705078","38.612880706787109"
"-121.47064971923828","38.554065704345703"
"-121.42926788330078","38.474178314208984"
"-121.4569091796875","38.636791229248047"
"-121.42756652832031","38.522018432617188"
"-121.49788665771484","38.621379852294922"
"-121.43501281738281","38.515918731689453"
"-121.50447082519531","38.579452514648438"
"-121.49124908447266","38.578510284423828"
"-121.47518920898438","38.611251831054688"
"-121.44663238525391","38.474361419677734"
"-121.47635650634766","38.574527740478516"
"-121.42096710205078","38.641902923583984"
"-121.51195526123047","38.4840087890625"
"-121.49481201171875","38.578227996826172"
"-121.40910339355469","38.516128540039062"
"-121.464599609375","38.630233764648438"
"-121.49788665771484","38.621231079101562"
"-121.18960571289062","38.699325561523438"
"-121.16374206542969","38.672821044921875"
"-121.29546356201172","38.696071624755859"
"-121.19326019287109","38.642814636230469"
"-121.13861083984375","38.651889801025391"
"-121.27175903320312","38.70806884765625"
"-121.19622039794922","38.677989959716797"
"-121.29032135009766","38.701118469238281"
"-121.31345367431641","38.707504272460938"
"-121.27181243896484","38.696807861328125"
"-121.27603912353516","38.680229187011719"
"-121.29496002197266","38.703208923339844"
"-121.24436950683594","38.700428009033203"
"-121.27490997314453","38.71856689453125"
"-121.12309265136719","38.654613494873047"
"-121.27178192138672","38.706573486328125"
"-121.28336334228516","38.692821502685547"
"-121.25270080566406","38.712409973144531"
"-121.13016510009766","38.678478240966797"
"-121.47359466552734","38.558692932128906"
"-121.37408447265625","38.716407775878906"
"-121.52085113525391","38.526229858398438"
"-121.24987030029297","38.678680419921875"
"-121.40251922607422","38.439289093017578"
"-121.15568542480469","38.638565063476562"
"-121.34394836425781","38.664241790771484"
"-121.30413818359375","38.649078369140625"
"-121.40560150146484","38.637245178222656"
"-121.22383880615234","38.380294799804688"
"-121.33052062988281","38.702659606933594"
"-121.45337677001953","38.694759368896484"
"-121.46483612060547","38.506599426269531"
"-121.67334747314453","38.161098480224609"
"-121.24851989746094","38.687950134277344"
"-121.34416198730469","38.660781860351562"
"-121.40119171142578","38.610687255859375"
"-121.21622467041016","38.631397247314453"
"-121.30777740478516","38.663631439208984"
"-121.40605163574219","38.603469848632812"
"-121.47563934326172","38.368736267089844"
"-121.43461608886719","38.552398681640625"
"-121.59201812744141","38.669647216796875"
"-121.27333831787109","38.639251708984375"
"-121.38298034667969","38.6904296875"
"-121.38285827636719","38.682689666748047"
"-121.50177764892578","38.473182678222656"
"-121.3468017578125","38.660789489746094"
"-121.52236938476562","38.262321472167969"
"-121.50588226318359","38.579677581787109"
"-121.37522125244141","38.5531005859375"
"-121.46430206298828","38.641510009765625"
"-121.35054779052734","38.659618377685547"
"-121.53923034667969","38.611427307128906"
"-121.45014953613281","38.519649505615234"
"-121.41377258300781","38.610950469970703"
"-121.54879760742188","38.597282409667969"
"-121.51431274414062","38.277080535888672"
"-121.30975341796875","38.644329071044922"
"-121.32060241699219","38.309459686279297"
"-121.26806640625","38.618927001953125"
"-121.46849822998047","38.525699615478516"
"-121.50614929199219","38.559970855712891"
"-121.37611389160156","38.672046661376953"
"-121.47388458251953","38.551544189453125"
"-121.38311004638672","38.587898254394531"
"-121.38009643554688","38.645835876464844"
"-121.31419372558594","38.702960968017578"
"-121.44990539550781","38.339321136474609"
"-121.27256774902344","38.643898010253906"
"-121.38208770751953","38.657909393310547"
"-121.43572235107422","38.552783966064453"
"-121.60100555419922","38.133686065673828"
"-121.41744232177734","38.623992919921875"
"-121.46213531494141","38.561050415039062"
"-121.48900604248047","38.685184478759766"
"-121.32607269287109","38.254432678222656"
"-121.40907287597656","38.499729156494141"
"-121.32930755615234","38.606258392333984"
"-121.50458526611328","38.566825866699219"
"-121.35115814208984","38.692550659179688"
"-121.38304138183594","38.582130432128906"
"-121.38323974609375","38.645027160644531"
"-121.44335174560547","38.556488037109375"
"-121.17195892333984","38.301063537597656"
"-121.39382934570312","38.642929077148438"
"-121.36025238037109","38.694538116455078"
